USA_Slope,HeatLoad,Cons_LITH,Rad_sm,B_TD,MCMT,MAP,PRATIO,DEP2RES,aws0_100,soc0_5,QMD,RC_PROP,WH_PROP,GF_PROP,LP_PROP,WL_PROP,DF_PROP,PP_PROP,W_ShadeTol,W_DroughtTol
23.0,1037.0,Extrusive,260.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
25.0,1041.0,Sedimentary,260.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
26.0,1043.0,Sedimentary,260.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
28.0,1037.0,Sedimentary,260.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
28.0,1043.0,Sedimentary,260.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
26.0,1051.0,Sedimentary,260.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
30.0,1033.0,Sedimentary,261.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
28.0,1068.0,Sedimentary,261.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
24.0,1079.0,Sedimentary,261.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
26.0,1066.0,Sedimentary,261.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
32.0,1049.0,Sedimentary,261.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
34.0,1063.0,Sedimentary,261.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
29.0,1098.0,Extrusive,261.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
26.0,1117.0,Extrusive,261.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1080.0,Extrusive,261.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1029.0,Extrusive,261.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1017.0,Extrusive,261.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1018.0,Extrusive,261.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1013.0,Extrusive,261.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1006.0,Extrusive,261.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1002.0,Extrusive,261.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,997.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,992.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,989.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1000.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1010.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1014.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1014.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1017.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1021.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1022.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1020.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1020.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1022.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1019.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1016.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1010.0,Extrusive,264.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1037.0,Extrusive,264.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1025.0,Extrusive,264.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1006.0,Extrusive,264.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,991.0,Extrusive,264.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,988.0,Extrusive,264.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,989.0,Extrusive,264.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,985.0,Extrusive,264.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,977.0,Extrusive,264.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,980.0,Extrusive,264.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,992.0,Extrusive,264.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1009.0,Extrusive,264.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1014.0,Extrusive,264.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1019.0,Extrusive,264.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1022.0,Extrusive,264.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,1030.0,Extrusive,264.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,1032.0,Extrusive,266.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,1033.0,Extrusive,266.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1038.0,Extrusive,266.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1038.0,Extrusive,266.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1035.0,Extrusive,266.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1030.0,Extrusive,266.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1026.0,Extrusive,266.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1020.0,Extrusive,261.0,18.0,-1.7,692.0,0.2601,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,1017.0,Extrusive,261.0,18.0,-1.7,692.0,0.2601,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,1016.0,Extrusive,261.0,18.0,-1.7,692.0,0.2601,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
9.0,1013.0,Extrusive,261.0,18.0,-1.7,692.0,0.2601,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
11.0,995.0,Extrusive,261.0,18.0,-1.7,692.0,0.2601,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
14.0,968.0,Extrusive,261.0,18.0,-1.7,692.0,0.2601,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
13.0,980.0,Extrusive,261.0,18.0,-1.7,692.0,0.2601,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
14.0,973.0,Extrusive,261.0,18.0,-1.7,692.0,0.2601,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
14.0,945.0,Extrusive,261.0,18.0,-1.7,692.0,0.2601,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,1012.0,Extrusive,261.0,18.0,-1.7,692.0,0.2601,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
2.0,1037.0,Extrusive,261.0,18.0,-1.7,692.0,0.2601,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1028.0,Extrusive,261.0,18.0,-1.7,692.0,0.2601,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1025.0,Extrusive,261.0,18.0,-1.7,692.0,0.2601,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
2.0,1040.0,Extrusive,261.0,18.0,-1.7,692.0,0.2601,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
3.0,1052.0,Extrusive,261.0,18.0,-1.7,692.0,0.2601,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1061.0,Extrusive,261.0,18.0,-1.7,692.0,0.2601,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
3.0,1068.0,Extrusive,261.0,18.0,-1.7,692.0,0.2601,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
3.0,1073.0,Extrusive,261.0,18.0,-1.7,692.0,0.2601,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
3.0,1080.0,Extrusive,261.0,18.0,-1.7,692.0,0.2601,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
3.0,1081.0,Extrusive,261.0,18.0,-1.7,692.0,0.2601,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
3.0,1081.0,Extrusive,261.0,18.0,-1.7,692.0,0.2601,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
3.0,1082.0,Extrusive,261.0,18.0,-1.7,692.0,0.2601,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1087.0,Extrusive,261.0,18.0,-1.7,692.0,0.2601,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1075.0,Extrusive,261.0,18.0,-1.8,722.0,0.2562,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1077.0,Extrusive,261.0,18.0,-1.8,722.0,0.2562,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1080.0,Extrusive,261.0,18.0,-1.8,722.0,0.2562,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,1093.0,Extrusive,261.0,18.0,-1.8,722.0,0.2562,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,1107.0,Extrusive,261.0,18.0,-1.8,722.0,0.2562,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
9.0,1116.0,Extrusive,261.0,18.0,-1.8,722.0,0.2562,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
10.0,1124.0,Extrusive,261.0,18.0,-1.8,722.0,0.2562,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
11.0,1128.0,Extrusive,261.0,18.0,-1.8,722.0,0.2562,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
10.0,1128.0,Extrusive,260.0,18.0,-1.8,722.0,0.2562,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
10.0,1126.0,Extrusive,260.0,18.0,-1.8,722.0,0.2562,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
9.0,1125.0,Extrusive,260.0,18.0,-1.8,722.0,0.2562,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
9.0,1124.0,Extrusive,260.0,18.0,-1.8,722.0,0.2562,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
9.0,1121.0,Extrusive,260.0,18.0,-1.8,722.0,0.2562,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
9.0,1119.0,Extrusive,260.0,18.0,-1.8,722.0,0.2562,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,1116.0,Extrusive,260.0,18.0,-1.8,722.0,0.2562,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,1116.0,Extrusive,260.0,18.0,-1.8,722.0,0.2562,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
9.0,1117.0,Extrusive,260.0,18.0,-1.8,722.0,0.2562,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
9.0,1117.0,Extrusive,260.0,18.0,-1.8,722.0,0.2562,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
9.0,1116.0,Extrusive,260.0,18.0,-1.8,722.0,0.2562,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,1107.0,Extrusive,260.0,18.0,-1.8,722.0,0.2562,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,1098.0,Extrusive,260.0,18.0,-1.8,722.0,0.2562,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,1085.0,Extrusive,260.0,18.0,-1.8,722.0,0.2562,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
9.0,1069.0,Extrusive,260.0,18.0,-1.8,722.0,0.2562,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
9.0,1111.0,Extrusive,260.0,19.0,-1.8,703.0,0.2532,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
8.0,1104.0,Extrusive,260.0,19.0,-1.8,703.0,0.2532,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,1091.0,Extrusive,260.0,19.0,-1.8,703.0,0.2532,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1076.0,Extrusive,260.0,19.0,-1.8,703.0,0.2532,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
0.0,1030.0,Extrusive,260.0,19.0,-1.8,703.0,0.2532,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1032.0,Extrusive,260.0,19.0,-1.9,748.0,0.2513,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1041.0,Extrusive,260.0,19.0,-1.9,748.0,0.2513,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,1044.0,Extrusive,260.0,19.0,-1.9,748.0,0.2513,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
13.0,1045.0,Extrusive,260.0,19.0,-1.9,748.0,0.2513,201.0,15.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
17.0,1047.0,Extrusive,260.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
21.0,1041.0,Extrusive,260.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
23.0,1048.0,Sedimentary,260.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
27.0,1037.0,Sedimentary,260.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
27.0,1042.0,Sedimentary,260.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
28.0,1048.0,Sedimentary,260.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
27.0,1045.0,Sedimentary,260.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
28.0,1035.0,Sedimentary,261.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
29.0,1062.0,Sedimentary,261.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
25.0,1076.0,Sedimentary,261.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
24.0,1067.0,Sedimentary,261.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
28.0,1057.0,Sedimentary,261.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
32.0,1057.0,Sedimentary,261.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
30.0,1099.0,Extrusive,261.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
28.0,1118.0,Extrusive,261.0,19.0,-1.9,748.0,0.2513,201.0,11.0,35.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
19.0,1091.0,Extrusive,261.0,19.0,-2.2,781.0,0.2458,201.0,11.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
2.0,1059.0,Extrusive,261.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1029.0,Extrusive,261.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1022.0,Extrusive,261.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1019.0,Extrusive,261.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1013.0,Extrusive,261.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1008.0,Extrusive,261.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1005.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1004.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1006.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1003.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1012.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1018.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1019.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1016.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1016.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1014.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1010.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,1004.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1004.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1006.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1003.0,Extrusive,262.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,999.0,Extrusive,264.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
4.0,1025.0,Extrusive,264.0,19.0,-2.2,781.0,0.2458,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1018.0,Extrusive,264.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
5.0,1007.0,Extrusive,264.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
6.0,994.0,Extrusive,264.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
7.0,976.0,Extrusive,264.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
9.0,958.0,Extrusive,264.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
9.0,968.0,Extrusive,264.0,19.0,-2.1,739.0,0.2476,201.0,15.0,32.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78,2.62
